"id","gender","a0p","a1p","a2p","a3p","a4p","a5p","a6p","a7p","a8p","a9p","a10p","a100p","q1p","q2p","q3p","q4p","q5p","q6p","q7p","q8p","q9p","q10p","q11p","q12p","q13p","q14p","q15p","q16p","q17p","q18p","a0t","a1t","a2t","a3t","a4t","a5t","a6t","a7t","a8t","a9t","a10t","a100t","q1p","q2p","q3p","q4p","q5p","q6p","q7p","q8p","q9p","q10p","q11p","q12p","q13p","q14p","q15p","q16p","q17p","q18p","q1t1","q1t2","q1t3","q2t","q3t","q4t1","q4t2","q5t","q6t1","q6t2","q7t","q8t","q9t","q10t","q11t1","q11t2","q12t","q13t","q14t1","q14t2","q15t1","q15t2","q16t1","q16t2","q17t1","q17t2","q18t1","q18t2"
"1330","f","0","1","1","1","0","1","1","1","1","0","1","1","1","1","0","0","0","1","1","1","1","0","0","1","1","0","1","1","1","0","1","1","4","1","4","3","4","1","3","1","1","1","1","1","0","0","0","1","1","1","1","0","0","1","1","0","1","1","1","0","3","3","1","2","1","1","3","2","1","3","1","1","4","4","2","3","1","2","2","4","1","4","2","1","2","3","1","3"
"1332","m","1","1","1","1","1","1","1","0","1","1","1","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1","1","1","1","1","1","2","2","2","1","1","2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1333","f","0","1","1","1","1","1","1","1","1","1","0","0","0","1","0","0","1","1","0","0","1","0","0","1","0","0","1","0","0","0","4","1","4","4","4","4","4","4","4","4","4","0","0","1","0","0","1","1","0","0","1","0","0","1","0","0","1","0","0","0","4","3","1","1","4","3","1","4","3","1","4","0","1","4","3","1","4","0","2","3","3","1","3","4","3","1","3","1"
"1334","m","0","1","1","0","0","0",NULL,"0",NULL,NULL,"0","1","0","1","0",NULL,"0","1","0","1","0","0",NULL,"1","1","1","0","0",NULL,"0","0","2","2","2","1","0",NULL,"1",NULL,NULL,"2","2","0","1","0",NULL,"0","1","0","1","0","0",NULL,"1","1","1","0","0",NULL,"0","2","1","1","1","1",NULL,NULL,"2","1","1","1","1","0","3",NULL,NULL,"2","2","3","2","3","1","0","0",NULL,NULL,"0","0"
"1335","m","0","1","0","1","0","0","0","0","1","1","0","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"4","1","1","1","1","1","1","1","1","3","0","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1336","m","0","0","1","0","0",NULL,NULL,NULL,NULL,"0","0","0","1",NULL,"0",NULL,"0","1",NULL,"0","0",NULL,NULL,"1","0","0",NULL,"0","1","0","0","4","4","4","4",NULL,NULL,NULL,NULL,"4","0","0","1",NULL,"0",NULL,"0","1",NULL,"0","0",NULL,NULL,"1","0","0",NULL,"0","1","0","4","3","4",NULL,"3",NULL,NULL,"0","3","4",NULL,"1","2",NULL,NULL,NULL,"4","4","3","4",NULL,NULL,"3","4","2","4","3","4"
"1337","m","0","0","0","0","0","1",NULL,NULL,"0",NULL,"1","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","2","2","2","0","3",NULL,NULL,"3",NULL,"2","3",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1338","f","0","1","0","1","0","1","0","0",NULL,"0","0","1","0",NULL,NULL,NULL,"1","0",NULL,NULL,NULL,NULL,NULL,"1","1",NULL,NULL,NULL,NULL,NULL,"0","1","4","2","4","3","2","1",NULL,"4","4","1","0",NULL,NULL,NULL,"1","0",NULL,NULL,NULL,NULL,NULL,"1","1",NULL,NULL,NULL,NULL,NULL,"2","3","1",NULL,NULL,NULL,NULL,"4","3","1",NULL,NULL,NULL,NULL,NULL,NULL,"4","4",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1340","m","1","1","1","1",NULL,"0","1",NULL,NULL,"1","0",NULL,"1","0","0",NULL,"1","0","1","0","1",NULL,NULL,"1","1","0",NULL,NULL,"0",NULL,"1","4","4","1",NULL,"0","4",NULL,NULL,"4","1",NULL,"1","0","0",NULL,"1","0","1","0","1",NULL,NULL,"1","1","0",NULL,NULL,"0",NULL,"2","2","4","4","1",NULL,NULL,"4","3","1","4","0","4",NULL,NULL,NULL,"1","2","1","4",NULL,NULL,NULL,NULL,"2","4",NULL,NULL
"1341","m","0","1","0","1","1","1","0","0","1","1","1","1","0","0","1","1","1","0","0","1","0","0","0","1","1","0","0","0","0","0","1","1","2","2","1","1","1","0","3","3","1","2","0","0","1","1","1","0","0","1","0","0","0","1","1","0","0","0","0","0","1","1","4","2","1","1","0","2","1","2","1","4","1","0","1","3","2","1","0","0","1","3","2","1","1","4","1","3"
"1343","f","0","1","1","1","0","1","0","0","0","0","1","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2","4","4","4","2","3","0","2","4","4","4","2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1345","m","0","1","0","1","0","0","1","0","1","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2","1","4","1","2","0","1","4","4","2","4","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1346","m",NULL,"1","0","0","0",NULL,NULL,"0","0",NULL,NULL,NULL,"0","0","0",NULL,"0",NULL,NULL,NULL,"1",NULL,NULL,"1","0","0",NULL,"1",NULL,"0",NULL,"4","4","4","1",NULL,NULL,"0","4",NULL,NULL,NULL,"0","0","0",NULL,"0",NULL,NULL,NULL,"1",NULL,NULL,"1","0","0",NULL,"1",NULL,"0","2","2","4","4","2",NULL,NULL,"4",NULL,NULL,NULL,NULL,"4",NULL,NULL,NULL,"1","4","1","4",NULL,NULL,"2","4",NULL,NULL,"0","0"
"1348","f","1","1","1","1","1","1","0","1","1","1","1","1","0","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","1","1","1","1","0","1","1","1","1","1","0","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","4","3","2","2","2","2","2","2","0","0","0","3","2","0","2","2","0","2","1","0","1","0","1","2","1","1","1","2"
"1349","m",NULL,"1","0","1","0","1","1","0","1","1","1","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"4","2","4","2","4","4","2","1","4","2","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1350","f","1","1","0","1","0","0","0","1","1","0","1","1","1","1","0","1","1","0","0","1","1","0","0","1","1","0","1","0","0","0","1","1","1","1","1","1","1","1","1","3","1","1","1","1","0","1","1","0","0","1","1","0","0","1","1","0","1","0","0","0","2","2","4","4","1","2","3","4","3","1","4","4","1","0","2","3","1","4","2","1","1","3","1","2","1","3","1","3"
"1351","m","0","1","0","1","1","1",NULL,"0",NULL,NULL,"1","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"3","1","1","1","1","3",NULL,"1",NULL,NULL,"1","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1352","m","1","1","0","1","1","1","1","0","1","1","1","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1","2","4","2","1","3","4","1","2","4","3","3",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1353","f","0","1","0","0","0","1","1","0","1","1","0","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","1","2","1","1","1","1","1","1","1","1","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1354","m",NULL,NULL,"0","1","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,NULL,"0","0",NULL,"0","0",NULL,"1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"4","4","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,NULL,"0","0",NULL,"0","0",NULL,"1",NULL,NULL,NULL,NULL,NULL,NULL,"0","0","0",NULL,NULL,NULL,NULL,NULL,"1","3","4",NULL,"4","0",NULL,NULL,"4",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1355","m","1","1","1","1",NULL,"1",NULL,NULL,NULL,"0","1","1","0",NULL,"0","0","1","1","0","0",NULL,NULL,"0","1","1",NULL,NULL,"0",NULL,"0","4","4","4","4",NULL,"4",NULL,NULL,NULL,"4","4","4","0",NULL,"0","0","1","1","0","0",NULL,NULL,"0","1","1",NULL,NULL,"0",NULL,"0","2","2","4",NULL,"4","1","3","4","2","3","0","3",NULL,NULL,"2","3","4","4",NULL,NULL,NULL,NULL,"2","4",NULL,NULL,"2","3"
"1357","m","0","1","1","1","1","1",NULL,"0","1","0","1","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"3","1","1","1","4","3",NULL,"1","4","0","4","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1359","m","0","1","0","1","0","0","0","0","1","0","0","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","1","1","2","2","1","1","4","1","0","2","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1360","m","0","0","0","1","0","1","0","0","1","0","1","0","0","1","1","1","0","0","0","0","1","1",NULL,"1","0",NULL,NULL,"0",NULL,"0","0","4","4","4","4","4","4","4","2","4","4","4","0","1","1","1","0","0","0","0","1","1",NULL,"1","0",NULL,NULL,"0",NULL,"0","4","3","4","4","4","4","3","4","1","4","4","0","4","4",NULL,NULL,"2","4",NULL,NULL,NULL,NULL,"0","0",NULL,NULL,"2","3"
"1361","m","0","1","0","1","0","1","1","0","1","1","0","1","1","0","1","0","1","1","0","0","0","0","0","1","1","0","1","1","0","1","0","2","4","2","4","3","0","2","2","4","0","2","1","0","1","0","1","1","0","0","0","0","0","1","1","0","1","1","0","1","4","3","1","2","2","3","2","2","3","2","2","3","0","0","3","2","2","2","3","1","3","1","3","1","3","1","3","1"
"1363","m","1","1","0","1","0","1","0","0","1","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2","1","1","2","4","3","2","2","4","0","2","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1364","m","0","1","0","1","0","1","0","0","1","1","0","1","1","1",NULL,"0","0","1",NULL,"0","0","0",NULL,"0","1",NULL,NULL,"0","0",NULL,"0","1","2","2","1","2","0","4","2","2","4","2","1","1",NULL,"0","0","1",NULL,"0","0","0",NULL,"0","1",NULL,NULL,"0","0",NULL,"4","3","1","4",NULL,"3","1","1","3","1",NULL,"0","2","2",NULL,NULL,"0","1",NULL,NULL,NULL,NULL,"0","0","0","0",NULL,NULL
"1366","m","0","0","1","1","0","0","0","0","1","0","0","1","0",NULL,NULL,"0","1","0","0","0",NULL,"0","0","0","0","1","0","0","0","1","1","2","1","1","1","1","1","2","1","2","1","1","0",NULL,NULL,"0","1","0","0","0",NULL,"0","0","0","0","1","0","0","0","1","4","3","2",NULL,NULL,"3","2","2","1","3","2","0",NULL,"0","4","2","4","4","3","2","3","1","3","2","3","2","3","2"
"1367","m","1","1","0","1","1","0","0","0","0","0","0","1","0","1",NULL,NULL,"0","0","0","0",NULL,"0",NULL,"0","0","0",NULL,"1","0","0","1","3","4","1","4","0","4","4","0","0","0","3","0","1",NULL,NULL,"0","0","0","0",NULL,"0",NULL,"0","0","0",NULL,"1","0","0","2","2","4","4",NULL,NULL,NULL,"0","2","3","4","0",NULL,"0",NULL,NULL,"2","0","1","3",NULL,NULL,"1","4","2","3","2","3"
"1368","m","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1369","m","0","1","0","1","0","1","0","0","1","0","0","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","1","1","1","4","4","0","4","3","4","0","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1370","m",NULL,"1","0","1","0","0","0","0","1","0","1",NULL,"1",NULL,NULL,NULL,NULL,"1",NULL,"1",NULL,"1",NULL,"1","0","0",NULL,NULL,NULL,NULL,NULL,"1","1","4","2","1","1","2","1","1","1",NULL,"1",NULL,NULL,NULL,NULL,"1",NULL,"1",NULL,"1",NULL,"1","0","0",NULL,NULL,NULL,NULL,"2","1","1",NULL,NULL,NULL,NULL,NULL,"1","1",NULL,"1",NULL,"1",NULL,NULL,"1","1","1","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1371","f","1","1","1","1","1","1","0","0","1","0","1","1","0",NULL,NULL,"0","0","0","1","1",NULL,"0",NULL,"1","1","1","1","0","0","0","4","1","4","1","4","3","0","1","1","4","2","3","0",NULL,NULL,"0","0","0","1","1",NULL,"0",NULL,"1","1","1","1","0","0","0","3","3","1",NULL,NULL,"1","1","1","1","1","1","4",NULL,"3",NULL,NULL,"1","1","1","3","3","1","0","0","0","0","0","0"
"1372","m","0","1","0","1","1","1","1",NULL,"1",NULL,"0","1","1",NULL,NULL,NULL,"1","1",NULL,"1",NULL,NULL,"1","1","0","1","1",NULL,NULL,"0","2","1","2","1","2","2","2",NULL,"2",NULL,"1","2","1",NULL,NULL,NULL,"1","1",NULL,"1",NULL,NULL,"1","1","0","1","1",NULL,NULL,"0","4","3","2",NULL,NULL,NULL,NULL,"1","3","2",NULL,"2",NULL,NULL,"2","3","2","4","1","4","3","1",NULL,NULL,NULL,NULL,"3","2"
"1373","m","0","0","0","1","1","0",NULL,"0","1","0","1","1","0","0","1","0","0","0","0","0","1","0","0","1","0","0","1","0","1","0","0","0","4","1","4","4",NULL,"4","4","1","4","1","0","0","1","0","0","0","0","0","1","0","0","1","0","0","1","0","1","0","4","3","1","4","4","3","1","0","3","1","1","2","4","0","4","2","1","1","3","1","3","4","3","1","2","4","3","1"
"1374","f","1","1","1","0","1","0","0","0","1","1","1","1","0","0","0","1","0","0","0","1","0","1","0","1","0","0","1","1","0","1","1","1","1","0","1","1","1","1","1","1","2","1","0","0","0","1","0","0","0","1","0","1","0","1","0","0","1","1","0","1","2","2","4","4","1","2","3","4","1","3","1","4","0","3","2","3","1","4","1","4","2","3","2","3","1","3","1","4"
"1375","f","0","1","1","1","1","1","1","0","1","0","1","1","1","0","0","0","0","1","1","1","1","1","0","1","1","1","0","0","0","1","1","1","2","2","1","4","1","2","3","1","2","2","1","0","0","0","0","1","1","1","1","1","0","1","1","1","0","0","0","1","2","1","1","2","4","2","3","4","2","3","1","4","2","3","2","1","2","2","1","3","2","3","2","3","2","3","2","3"
"1377","m",NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1378","m","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","1","0","1","0","0","1","1","0","0","0","0","0","2","0","1","1","4","0","2","1","1","1","2","3","0","0","0","1","0","0","1","0","1","0","0","1","1","0","0","0","0","0","1","3","4","4","1","4","1","1","1","4","4","0","1","1","1","3","4","4","1","3","2","3","2","4","2","4","2","4"
"1380","m","0","1","1","1","0","1","0","0","1","1","1","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1","1","1","1","2","1","2","2","2","3","4","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1382","m","1","1","1","1",NULL,"0",NULL,"0","1","1","0","0","0",NULL,NULL,"1","0","0","0","0","1","0",NULL,"0","1","0",NULL,"1","0","0","1","1","1","2",NULL,"2",NULL,"1","2","3","0","0","0",NULL,NULL,"1","0","0","0","0","1","0",NULL,"0","1","0",NULL,"1","0","0","1","3","1",NULL,NULL,"3","2","2","2","2","1","0","4","0",NULL,NULL,"1","1","3","1",NULL,NULL,"3","1","3","1","2","1"
"1383","m","0","1","0","1","0","0","0","0","1","0","1","1",NULL,NULL,NULL,NULL,"1",NULL,NULL,"0","1","0",NULL,"1","0",NULL,NULL,"1","1","1","0","2","1","4","4","0","1","2","2","3","4","3",NULL,NULL,NULL,NULL,"1",NULL,NULL,"0","1","0",NULL,"1","0",NULL,NULL,"1","1","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"4",NULL,NULL,NULL,"0","4","0",NULL,NULL,"1","1",NULL,NULL,NULL,NULL,"2","3","2","3","1","4"
"1384","m","1","1","0","1","0","1","0","0","1","1","1","1","1","1","0","0","1","1","0","1","1","1","0","1","1","0","1","0","0","0","1","2","4","1","4","3","1","3","1","2","3","1","1","1","0","0","1","1","0","1","1","1","0","1","1","0","1","0","0","0","4","3","1","1","1","4","1","4","3","1","1","3","2","2","2","3","1","1","2","3","4","1","2","4","4","3","4","1"
"1385","m","0","1","1","1","1","1","0","0","1","0","1","1","1","1","0","1","0","1","0","0","1","0","0","1","0","0","1","0","0","0","1","1","1","1","1","4","0","1","1","4","1","1","1","1","0","1","0","1","0","0","1","0","0","1","0","0","1","0","0","0","1","1","4","1","1","1","1","0","1","1","1","0","3","0","1","1","1","0","2","3","1","1","1","1","1","1","1","1"
"1390","m",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1391","f","0","1","0","0","0","0","0","0","0","0","0","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1","1","4","0","1","4","1","1","4","2","4","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1392","m","0","1","0","1","1","0","0","0","1","1","1","0","0","1","0","0","1","0","0","0","1","0","0","0","1","0","0","1","1","1","0","3","4","2","2","3","2","2","2","4","2","1","0","1","0","0","1","0","0","0","1","0","0","0","1","0","0","1","1","1","2","2","4","2","0","3","1","2","2","3","2","2","1","3","3","2","0","2","3","2","3","1","2","4","2","4","2","4"
"1393","m","1","1","0","0","1","0","1","0","1","1","1","1","1","0","0","0","1","1","0","1","1","1","0","1","0","0","0","1","1","1","1","1","1","2","2","4","2","0","2","3","2","2","1","0","0","0","1","1","0","1","1","1","0","1","0","0","0","1","1","1","4","3","1","4","2","3","2","4","4","4","2","2","2","4","2","1","2","4","2","3","2","3","2","4","2","4","1","4"
"1394","m","0","1","0","1","1","0","0","0","1","1","1","0","1","1","1",NULL,"1","1","0","1","1",NULL,"0","1","1","0",NULL,"0","0","0","4","2","2","2","4","2","2","0","1","2","2","0","1","1","1",NULL,"1","1","0","1","1",NULL,"0","1","1","0",NULL,"0","0","0","4","3","2","2","2",NULL,NULL,"1","1","2","2","1","2",NULL,"2","1","2","2","2","3",NULL,NULL,"2","1","2","1","2","1"
"1396","m","0","1","1","1","1","0","1","0","1","1","1","0","0","1","0","0","1","0","0","0","1","0","1","1","1","0","1","0","0","0","1","1","1","1","1","0","4","1","1","1","1","1","0","1","0","0","1","0","0","0","1","0","1","1","1","0","1","0","0","0","4","3","1","1","1","1","3","1","1","3","1","0","1","1","1","3","1","2","1","3","1","0","4","3","1","1","1","0"
"1397","m","0","1","0","1","1","0","0","0","1","0","0","1","1","0","0","1","0","1","1","0","1","0","0","1","1","0","0","1","1","1","1","1","1","4","1","0","1","2","1","1","1","1","1","0","0","1","0","1","1","0","1","0","0","1","1","0","0","1","1","1","4","1","1","4","1","3","1","4","3","1","1","0","3","1","2","1","1","2","1","1","3","2","3","1","3","4","3","1"
"1398","m","0","1","0","1","0",NULL,NULL,"0","1","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0","1","4","1","1",NULL,NULL,"1","4","1","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1399","m","0","1","1","1","0","1",NULL,"0","1",NULL,"1","1","0","1","0","0",NULL,"0","0","0",NULL,NULL,NULL,"0","1",NULL,"1",NULL,NULL,NULL,"0","2","2","2","4","3",NULL,"2","4",NULL,"2","2","0","1","0","0",NULL,"0","0","0",NULL,NULL,NULL,"0","1",NULL,"1",NULL,NULL,NULL,"2","2","4","2","4","2","1",NULL,"2","3","2","2",NULL,NULL,NULL,NULL,"2","2",NULL,NULL,"3","2",NULL,NULL,NULL,NULL,NULL,NULL
